":START_ID",":END_ID",":TYPE"
"laptop_thinkpad_x1_carbon_gen_10","ram_type_32gb","HAS_A_RAM"
"laptop_thinkpad_t14s_gen_3","ram_type_16gb","HAS_A_RAM"
"laptop_thinkpad_p1_gen_5","ram_type_64gb","HAS_A_RAM"
"laptop_thinkpad_e15_gen_4","ram_type_16gb","HAS_A_RAM"
"laptop_thinkpad_x13_yoga","ram_type_32gb","HAS_A_RAM"
"laptop_xps_13_plus_developer_edition","ram_type_32gb","HAS_A_RAM"
"laptop_xps_15_oled_creator","ram_type_64gb","HAS_A_RAM"
"laptop_xps_17_workstation","ram_type_64gb","HAS_A_RAM"
"laptop_xps_13_2_in_1","ram_type_16gb","HAS_A_RAM"
"laptop_xps_15_studio","ram_type_32gb","HAS_A_RAM"
"laptop_elitebook_840_g9","ram_type_16gb","HAS_A_RAM"
"laptop_elitebook_x360_1040_g9","ram_type_32gb","HAS_A_RAM"
"laptop_elitebook_850_g9","ram_type_32gb","HAS_A_RAM"
"laptop_elitebook_1030_x360_g4","ram_type_16gb","HAS_A_RAM"
"laptop_elitebook_855_g8","ram_type_32gb","HAS_A_RAM"
"laptop_macbook_pro_13_inch_m2","ram_type_16gb","HAS_A_RAM"
"laptop_macbook_pro_16_inch_m2_max","ram_type_64gb","HAS_A_RAM"
"laptop_macbook_air_m2","ram_type_16gb","HAS_A_RAM"
"laptop_macbook_pro_14_inch_m2_pro","ram_type_32gb","HAS_A_RAM"
"laptop_macbook_pro_13_inch_m1","ram_type_32gb","HAS_A_RAM"
"laptop_zenbook_pro_16x_oled","ram_type_64gb","HAS_A_RAM"
"laptop_zenbook_14_oled","ram_type_32gb","HAS_A_RAM"
"laptop_zenbook_flip_13_ux363","ram_type_16gb","HAS_A_RAM"
"laptop_zenbook_13_ux325","ram_type_16gb","HAS_A_RAM"
"laptop_zenbook_pro_15_oled","ram_type_32gb","HAS_A_RAM"
"laptop_msi_ge76_raider","ram_type_64gb","HAS_A_RAM"
"laptop_msi_gs66_stealth","ram_type_32gb","HAS_A_RAM"
"laptop_msi_katana_gf66","ram_type_16gb","HAS_A_RAM"
"laptop_msi_creator_z16p","ram_type_64gb","HAS_A_RAM"
"laptop_msi_prestige_14_evo","ram_type_32gb","HAS_A_RAM"
"laptop_razer_blade_15_advanced","ram_type_32gb","HAS_A_RAM"
"laptop_razer_blade_17","ram_type_64gb","HAS_A_RAM"
"laptop_razer_blade_14","ram_type_32gb","HAS_A_RAM"
"laptop_razer_blade_stealth_13","ram_type_16gb","HAS_A_RAM"
"laptop_razer_book_13","ram_type_16gb","HAS_A_RAM"
"laptop_acer_aspire_5_a515","ram_type_16gb","HAS_A_RAM"
"laptop_acer_swift_3_sf314","ram_type_32gb","HAS_A_RAM"
"laptop_acer_predator_helios_300","ram_type_32gb","HAS_A_RAM"
"laptop_acer_nitro_5_an515","ram_type_16gb","HAS_A_RAM"
"laptop_acer_conceptd_7","ram_type_64gb","HAS_A_RAM"
"laptop_ideapad_gaming_3","ram_type_16gb","HAS_A_RAM"
"laptop_legion_5_pro","ram_type_32gb","HAS_A_RAM"
"laptop_ideapad_slim_7","ram_type_32gb","HAS_A_RAM"
"laptop_yoga_9i_2_in_1","ram_type_32gb","HAS_A_RAM"
"laptop_thinkbook_14s_yoga","ram_type_16gb","HAS_A_RAM"
"laptop_inspiron_15_3000","ram_type_16gb","HAS_A_RAM"
"laptop_inspiron_14_5000_2_in_1","ram_type_32gb","HAS_A_RAM"
"laptop_alienware_m15_r7","ram_type_64gb","HAS_A_RAM"
"laptop_latitude_9430_2_in_1","ram_type_32gb","HAS_A_RAM"
"laptop_vostro_15_3000","ram_type_16gb","HAS_A_RAM"
"laptop_pavilion_gaming_15","ram_type_32gb","HAS_A_RAM"
"laptop_omen_16","ram_type_64gb","HAS_A_RAM"
"laptop_envy_x360_15","ram_type_32gb","HAS_A_RAM"
"laptop_probook_450_g9","ram_type_16gb","HAS_A_RAM"
"laptop_spectre_x360_14","ram_type_32gb","HAS_A_RAM"
"laptop_vivobook_pro_16x_oled","ram_type_64gb","HAS_A_RAM"
"laptop_rog_strix_g15","ram_type_32gb","HAS_A_RAM"
"laptop_tuf_gaming_f15","ram_type_16gb","HAS_A_RAM"
"laptop_expertbook_b9","ram_type_32gb","HAS_A_RAM"
"laptop_chromebook_flip_c436","ram_type_16gb","HAS_A_RAM"
"laptop_acer_aspire_3_a315","ram_type_16gb","HAS_A_RAM"
"laptop_hp_15_dy2000","ram_type_16gb","HAS_A_RAM"
"laptop_lenovo_ideapad_3_15","ram_type_16gb","HAS_A_RAM"
"laptop_dell_inspiron_15_3501","ram_type_16gb","HAS_A_RAM"
"laptop_asus_vivobook_15_x515","ram_type_16gb","HAS_A_RAM"
"laptop_acer_swift_x_sfx14","ram_type_32gb","HAS_A_RAM"
"laptop_hp_envy_15","ram_type_32gb","HAS_A_RAM"
"laptop_lenovo_legion_slim_7","ram_type_32gb","HAS_A_RAM"
"laptop_dell_g15_gaming","ram_type_32gb","HAS_A_RAM"
"laptop_asus_tuf_dash_f15","ram_type_32gb","HAS_A_RAM"
"laptop_hp_zbook_studio_g9","ram_type_64gb","HAS_A_RAM"
"laptop_dell_precision_7670","ram_type_64gb","HAS_A_RAM"
"laptop_lenovo_thinkpad_p16","ram_type_64gb","HAS_A_RAM"
"laptop_msi_ws66_workstation","ram_type_64gb","HAS_A_RAM"
"laptop_asus_proart_studiobook_pro_x","ram_type_64gb","HAS_A_RAM"
"laptop_lg_gram_17","ram_type_32gb","HAS_A_RAM"
"laptop_samsung_galaxy_book2_pro","ram_type_32gb","HAS_A_RAM"
"laptop_microsoft_surface_laptop_5","ram_type_32gb","HAS_A_RAM"
"laptop_huawei_matebook_x_pro","ram_type_32gb","HAS_A_RAM"
"laptop_xiaomi_mi_laptop_pro","ram_type_32gb","HAS_A_RAM"
"laptop_gigabyte_aero_17","ram_type_64gb","HAS_A_RAM"
"laptop_origin_pc_evo17_s","ram_type_64gb","HAS_A_RAM"
"laptop_maingear_element","ram_type_32gb","HAS_A_RAM"
"laptop_digital_storm_equinox","ram_type_64gb","HAS_A_RAM"
"laptop_falcon_northwest_fragbook","ram_type_32gb","HAS_A_RAM"
"laptop_hp_spectre_x360_16","ram_type_32gb","HAS_A_RAM"
"laptop_dell_xps_13_2_in_1","ram_type_32gb","HAS_A_RAM"
"laptop_lenovo_yoga_7i_16","ram_type_32gb","HAS_A_RAM"
"laptop_asus_zenbook_pro_15_flip","ram_type_64gb","HAS_A_RAM"
"laptop_surface_book_3","ram_type_32gb","HAS_A_RAM"
"laptop_alienware_x17_r2","ram_type_64gb","HAS_A_RAM"
"laptop_rog_zephyrus_g14","ram_type_32gb","HAS_A_RAM"
"laptop_msi_gs77_stealth","ram_type_64gb","HAS_A_RAM"
"laptop_razer_blade_pro_17","ram_type_64gb","HAS_A_RAM"
"laptop_origin_pc_neuron","ram_type_32gb","HAS_A_RAM"
"laptop_thinkpad_l15_gen_3","ram_type_32gb","HAS_A_RAM"
"laptop_xps_13_developer","ram_type_16gb","HAS_A_RAM"
"laptop_elitebook_845_g8","ram_type_32gb","HAS_A_RAM"
"laptop_macbook_air_15_inch","ram_type_24gb","HAS_A_RAM"
"laptop_zenbook_15_oled","ram_type_16gb","HAS_A_RAM"
"laptop_aspire_7_a715","ram_type_8gb","HAS_A_RAM"
"laptop_pavilion_15","ram_type_8gb","HAS_A_RAM"
"laptop_ideapad_5_pro","ram_type_16gb","HAS_A_RAM"
"laptop_inspiron_16_plus","ram_type_32gb","HAS_A_RAM"
